year,actual,forecast,percentage_change,energy_type
2022,24.659,478.8575637437679,1841.9180167231757,renewables_consumption
2022,572.144777879175,470.9988986404964,-17.678371480310613,renewables_consumption
2022,277.056,478.83011387137947,72.82791705336808,renewables_consumption
2022,1053.022,471.026404653042,-55.26908225535251,renewables_consumption
2022,58.607,478.8028900660114,716.972187735273,renewables_consumption
2022,0.834,471.0534552778808,56381.229649625995,renewables_consumption
2022,103.058,478.7759412870441,364.5694087669507,renewables_consumption
2022,7092.607,471.0803156217092,-93.3581500339479,renewables_consumption
2022,0.033,478.7491717967305,1450655.0660506983,renewables_consumption
2022,572.144777879175,471.10699233138115,-17.659478763805282,renewables_consumption
2022,572.144777879175,478.7225880295108,-16.32841781689616,renewables_consumption
2022,14.335,471.1334835419761,3186.5956298707783,renewables_consumption
