year,actual,forecast,percentage_change,energy_type
2022,3.761,474.426436938717,12514.369501162377,renewables_consumption
2022,572.144777879175,474.4265610941786,-17.079281427197156,renewables_consumption
2022,572.144777879175,474.4265544582848,-17.079282587024895,renewables_consumption
2022,6.254,38.17498757151442,510.40913929508196,solar_consumption
2022,2.167,36.74885095752827,1595.8399149759239,solar_consumption
2022,0.546,35.50402279500939,6402.568277474246,solar_consumption
2022,1.74,35.56792516449038,1944.1336301431254,solar_consumption
2022,4.42,34.925238281560844,690.1637620262634,solar_consumption
2022,70.318,33.87357093587592,-51.828022788082826,solar_consumption
2022,266.965,34.00746352868313,-87.26145242684129,solar_consumption
2022,18.494,34.089911112626254,84.32957236198905,solar_consumption
2022,68.75,34.11325684825052,-50.38071731163561,solar_consumption
2022,2.642,34.14679110566165,1192.4599207290557,solar_consumption
2022,1.905,34.17890872812329,1694.168437171826,solar_consumption
2022,21.547749092462094,34.16989488172212,58.57756063103384,solar_consumption
2022,0.781,34.16527795583353,4274.555436086239,solar_consumption
2022,248.09,34.163660890467554,-86.22932770749826,solar_consumption
2022,27.832,34.162339190012574,22.744823189179982,solar_consumption
2022,0.136,34.16152030025827,25018.764926660486,solar_consumption
2022,12.721,34.16202840662229,168.5482934252204,solar_consumption
2022,1115.113,34.16225150593295,-96.9364314194227,solar_consumption
2022,0.018,34.16232459867619,189690.69221486774,solar_consumption
2022,21.547749092462094,34.16236474953849,58.542614372140065,solar_consumption
2022,18.135,34.16237776408309,88.37815144242121,solar_consumption
2022,0.48,34.162352520983816,7017.156775204962,solar_consumption
2022,1.715,34.162343127021,1891.9733601761513,solar_consumption
2022,3.815,34.16234069032162,795.4741989599376,solar_consumption
2022,21.547749092462094,34.16233995538964,58.542499306066375,solar_consumption
